date,transactions,oil-price,holiday-type
2017-03-07,82315,52.68,Normal
2017-03-08,86740,49.83,Normal
2017-03-09,76926,48.75,Normal
2017-03-10,84691,48.05,Normal
2017-03-11,97521,47.95,Normal
2017-03-12,95842,47.95,Normal
2017-03-13,79887,47.95,Normal
2017-03-14,78200,47.24,Normal
2017-03-15,84574,48.34,Normal
2017-03-16,79030,48.3,Normal
2017-03-17,87303,48.34,Normal
2017-03-18,99094,47.79,Normal
2017-03-19,96738,47.79,Normal
2017-03-20,85005,47.79,Normal
2017-03-21,81716,47.02,Normal
2017-03-22,80140,47.29,Normal
2017-03-23,77989,47.0,Normal
2017-03-24,83314,47.3,Normal
2017-03-25,99235,47.02,Normal
2017-03-26,92660,47.02,Normal
2017-03-27,80872,47.02,Normal
2017-03-28,77666,48.36,Normal
2017-03-29,81918,49.47,Normal
2017-03-30,75304,50.3,Normal
2017-03-31,87034,50.54,Normal
2017-04-01,113083,50.25,Holiday
2017-04-02,94696,50.25,Normal
2017-04-03,81294,50.25,Normal
2017-04-04,84872,50.99,Normal
2017-04-05,85255,51.14,Normal
2017-04-06,80775,51.69,Normal
2017-04-07,85781,52.25,Normal
2017-04-08,98033,53.06,Normal
2017-04-09,94617,53.06,Normal
2017-04-10,81868,53.06,Normal
2017-04-11,84105,53.38,Normal
2017-04-12,84052,53.12,Holiday
2017-04-13,90752,53.19,Transfer
2017-04-14,86517,52.62,Holiday
2017-04-14,86517,52.62,Holiday
2017-04-15,97165,52.62,Normal
2017-04-16,90664,52.62,Normal
2017-04-17,83043,52.62,Normal
2017-04-18,80334,52.46,Normal
2017-04-19,78999,50.49,Normal
2017-04-20,82905,50.26,Normal
2017-04-21,90055,49.64,Holiday
2017-04-22,101125,48.9,Normal
2017-04-23,101186,48.9,Normal
2017-04-24,81901,48.9,Normal
2017-04-25,82193,49.22,Normal
2017-04-26,84709,49.22,Normal
2017-04-27,78971,48.96,Normal
2017-04-28,87474,49.31,Normal
2017-04-29,104870,48.83,Normal
2017-04-30,96514,48.83,Normal
2017-05-01,106440,48.83,Holiday
2017-05-02,88668,47.65,Normal
2017-05-03,89713,47.79,Normal
2017-05-04,81957,45.55,Normal
2017-05-05,85333,46.23,Normal
2017-05-06,104203,46.46,Normal
2017-05-07,103210,46.46,Normal
2017-05-08,84221,46.46,Normal
2017-05-09,82345,45.84,Normal
2017-05-10,83637,47.28,Normal
2017-05-11,81476,47.81,Normal
2017-05-12,91482,47.83,Holiday
2017-05-13,121889,48.86,Additional
2017-05-14,101257,48.86,Event
2017-05-15,83716,48.86,Normal
2017-05-16,85528,48.64,Normal
2017-05-17,85560,49.04,Normal
2017-05-18,77561,49.36,Normal
2017-05-19,86286,50.32,Normal
2017-05-20,101709,50.81,Normal
2017-05-21,101626,50.81,Normal
2017-05-22,84049,50.81,Normal
2017-05-23,82008,51.12,Normal
2017-05-24,81879,50.99,Holiday
2017-05-25,78501,48.57,Normal
2017-05-26,96455,49.58,Transfer
2017-05-27,96509,49.63,Normal
2017-05-28,94970,49.63,Normal
2017-05-29,83121,49.63,Normal
2017-05-30,83210,49.63,Normal
2017-05-31,93365,48.29,Normal
2017-06-01,90171,48.32,Normal
2017-06-02,91840,47.68,Normal
2017-06-03,106965,47.4,Normal
2017-06-04,106972,47.4,Normal
2017-06-05,88273,47.4,Normal
2017-06-06,84447,48.13,Normal
2017-06-07,85758,45.8,Normal
2017-06-08,78500,45.68,Normal
2017-06-09,87431,45.82,Normal
2017-06-10,99716,46.1,Normal
2017-06-11,100856,46.1,Normal
2017-06-12,81080,46.1,Normal
2017-06-13,81063,46.41,Normal
2017-06-14,82752,44.79,Normal
2017-06-15,81831,44.47,Normal
2017-06-16,92852,44.73,Normal
2017-06-17,114201,44.24,Normal
2017-06-18,99193,44.24,Normal
2017-06-19,82891,44.24,Normal
2017-06-20,83508,43.34,Normal
2017-06-21,82929,42.48,Normal
2017-06-22,77639,42.53,Normal
2017-06-23,86346,42.86,Holiday
2017-06-24,99057,43.24,Normal
2017-06-25,95082,43.24,Holiday
2017-06-25,95082,43.24,Holiday
2017-06-25,95082,43.24,Holiday
2017-06-26,81443,43.24,Normal
2017-06-27,79226,44.25,Normal
2017-06-28,80551,44.74,Normal
2017-06-29,77922,44.88,Normal
2017-06-30,88368,46.02,Normal
2017-07-01,108993,45.11,Normal
2017-07-02,104392,45.11,Normal
2017-07-03,90976,45.11,Holiday
2017-07-03,90976,45.11,Holiday
2017-07-04,89109,45.11,Normal
2017-07-05,89085,45.11,Normal
2017-07-06,82927,45.52,Normal
2017-07-07,89467,44.25,Normal
2017-07-08,101349,44.4,Normal
2017-07-09,97757,44.4,Normal
2017-07-10,85547,44.4,Normal
2017-07-11,83071,45.06,Normal
2017-07-12,84155,45.48,Normal
2017-07-13,78720,46.06,Normal
2017-07-14,87671,46.53,Normal
2017-07-15,100293,46.02,Normal
2017-07-16,96119,46.02,Normal
2017-07-17,85477,46.02,Normal
2017-07-18,82267,46.4,Normal
2017-07-19,83265,47.1,Normal
2017-07-20,82423,46.73,Normal
2017-07-21,88613,45.78,Normal
2017-07-22,97358,46.21,Normal
2017-07-23,94170,46.21,Holiday
2017-07-24,85120,46.21,Additional
2017-07-25,81930,47.77,Additional
2017-07-26,82113,48.58,Normal
2017-07-27,78743,49.05,Normal
2017-07-28,89197,49.72,Normal
2017-07-29,100227,50.21,Normal
2017-07-30,94899,50.21,Normal
2017-07-31,88593,50.21,Normal
2017-08-01,92083,49.19,Normal
2017-08-02,93023,49.6,Normal
2017-08-03,85521,49.03,Normal
2017-08-04,91305,49.57,Normal
2017-08-05,101108,49.37,Holiday
2017-08-06,96162,49.37,Normal
2017-08-07,87072,49.37,Normal
2017-08-08,83422,49.07,Normal
2017-08-09,85452,49.59,Normal
2017-08-10,83064,48.54,Holiday
2017-08-11,89551,48.81,Transfer
2017-08-12,89927,47.59,Normal
2017-08-13,85993,47.59,Normal
2017-08-14,85448,47.59,Normal
2017-08-15,86561,47.57,Holiday
